"Main.ID","Incident.Type","Incident.ID","Region.of.Incident","Incident.date","Website.date","Incident.year","Incident.month","No..dead","No..missing","No..dead.missing","No..survivors","No..Female","No..Male","No..minors","Country.of.Origin","Region.of.Origin","Cause.of.death..reported.","Cause.of.death..category.","Route","Country.of.Incident","Location.of.death","Latitude","Longitude","UNSD.region","Body.taken.to","Source","Article.title","Link","Source.Quality","Notes","Names","incident_date_clean","incident_date_raw","incident_date_precision","lat","lon","date","dead","missing","dead_missing","survivors","n_female","n_male","n_minors","source_quality","year","month","post_mou","cause_category","cause_reported","incident_type","is_drowning","total_on_board","fatality_rate","grid_lon","grid_lat","grid_1deg","u10_lag0","u10_lag1","u10_lag2","u10_lag3","u10_lag7","v10_lag0","v10_lag1","v10_lag2","v10_lag3","v10_lag7","sst_lag0","sst_lag1","sst_lag2","sst_lag3","sst_lag7","tp_lag0","tp_lag1","tp_lag2","tp_lag3","tp_lag7","i10fg_lag0","i10fg_lag1","i10fg_lag2","i10fg_lag3","i10fg_lag7","swh_lag0","swh_lag1","swh_lag2","swh_lag3","swh_lag7","mwp_lag0","mwp_lag1","mwp_lag2","mwp_lag3","mwp_lag7","hmax_lag0","hmax_lag1","hmax_lag2","hmax_lag3","hmax_lag7","wind_lag0","wind_lag1","wind_lag2","wind_lag3","wind_lag7","swh_day0","wind_day0","sst_day0","i10fg_day0","hmax_day0","mwp_day0"
"2019.MMP00428","Incident","2019.MMP00428","Mediterranean","2019-04-10 00:00:00","2019-04-10 00:00:00",2019,"April",NA,1,1,"19","","","","Unknown","Northern Africa","Drowning","Drowning","Central Mediterranean","Libya","40 miles north of Zuwara, Libya",33.396503389202,12.252819237099,"Uncategorized","Survivors brought to Zuwara, Libya","IOM Libya","","",4,"See email from MSEHLI Safa 16.04.2019  ","","2019-04-10","2019-04-10","day",33.396503389202,12.252819237099,2019-04-10,0,1,1,19,NA,NA,NA,4,2019,4,1,"Drowning","Drowning","Incident",1,20,0.05,12.5,33.5,"34_12",-3.24424743652344,3.52604675292969,7.92752075195312,-0.82330322265625,-1.69694519042969,0.741439819335938,0.97711181640625,-3.6146240234375,-4.68212890625,3.06781005859375,16.278466796875,15.75283203125,15.75283203125,15.881494140625,15.615869140625,0,0,0,9.5367431640625e-07,0,4.22385406494141,4.79796743392944,11.3946142196655,6.9392147064209,4.53646469116211,0.411001890897751,0.727660357952118,1.51776599884033,1.08106088638306,0.441645383834839,3.49905014038086,4.55104827880859,4.98988437652588,5.23869037628174,4.1101245880127,0.769696176052094,1.37261509895325,2.93056678771973,2.04536557197571,0.832491993904114,3.32789339298689,3.65892787652431,8.71269717730732,4.75396248314793,3.5058638785514,0.411001890897751,3.32789339298689,16.278466796875,4.22385406494141,0.769696176052094,3.49905014038086
"2019.MMP00444","Incident","2019.MMP00444","Mediterranean","2019-04-14 00:00:00","2019-04-14 00:00:00",2019,"April",1,NA,1,"","","","","Unknown","Unknown","Unknown","Mixed or unknown","Central Mediterranean","Libya","Near Al Maya, Libya",32.940642216765,12.884588529915,"Uncategorized","LCG operation","IOM Libya","","",4,"Email from KHAN Mohammad Amran 09.01.2020  ","","2019-04-14","2019-04-14","day",32.940642216765,12.884588529915,2019-04-14,1,0,1,NA,NA,NA,NA,4,2019,4,1,"Mixed or unknown","Unknown","Incident",0,NA,NA,13,33,"33_13",2.94938659667969,1.26138305664062,1.01565551757812,-0.910888671875,-0.14459228515625,-4.2587890625,-4.22622680664062,-5.37258911132812,-4.55323791503906,-4.41650390625,16.619775390625,16.496240234375,16.340966796875,16.34609375,15.771142578125,0,0,4.76837158203125e-06,0,1.9073486328125e-06,7.31845855712891,6.50145816802979,6.97490787506104,6.3890323638916,5.1198787689209,0.71390700340271,0.544796466827393,0.494155466556549,0.41019481420517,0.902350008487701,4.71942043304443,4.2207202911377,3.54326152801514,3.10793876647949,5.62272357940674,1.34703135490417,1.02495682239532,0.927419543266296,0.761211633682251,1.71089291572571,5.18036345979154,4.41045125092069,5.46774815527822,4.64345708319776,4.4188701817148,0.71390700340271,5.18036345979154,16.619775390625,7.31845855712891,1.34703135490417,4.71942043304443
"2019.MMP00626","Incident","2019.MMP00626","Mediterranean","2019-05-12 00:00:00","2019-05-12 00:00:00",2019,"May",1,NA,1,"","","","","Unknown","Unknown","Unknown","Mixed or unknown","Central Mediterranean","Libya","Off the coast of Qarapoli, Libya",32.818811709166,13.708121984993,"Uncategorized","LCG operation","IOM Libya","","",4,"Email from KHAN Mohammad Amran 09.01.2019  ","","2019-05-12","2019-05-12","day",32.818811709166,13.708121984993,2019-05-12,1,0,1,NA,NA,NA,NA,4,2019,5,1,"Mixed or unknown","Unknown","Incident",0,NA,NA,13.5,33,"33_14",1.27534484863281,-3.19017028808594,0.34466552734375,0.725357055664062,2.9161376953125,-6.93798828125,-1.43565368652344,-3.95632934570312,-0.83282470703125,-4.23251342773438,NA,NA,NA,NA,NA,0,0,0,0,0,13.5636682510376,8.27321147918701,9.24390888214111,6.01565313339233,10.9588756561279,0.780640959739685,0.381224393844604,0.525304079055786,0.480769038200378,1.3114755153656,3.32948589324951,3.91171646118164,3.93747329711914,4.21422958374023,6.09434700012207,1.50259244441986,0.713760197162628,0.986814141273499,0.899857580661774,2.49660873413086,7.0542317706251,3.49832645340806,3.97131416755346,1.10441833145024,5.13984717418468,0.780640959739685,7.0542317706251,NA,13.5636682510376,1.50259244441986,3.32948589324951
"2019.MMP00685","Incident","2019.MMP00685","Mediterranean","2019-05-23 00:00:00","2019-05-23 00:00:00",2019,"May",NA,5,5,"","","5.0","","Unknown","Unknown","Drowning","Drowning","Central Mediterranean","Libya","Unspecified location, off the coast of Libya",32.992742012613,12.535119753163,"Uncategorized","","IOM Libya","","",4,"Email from MSEHLI Safa 24.05.2019  ","","2019-05-23","2019-05-23","day",32.992742012613,12.535119753163,2019-05-23,0,5,5,NA,NA,5,NA,4,2019,5,1,"Drowning","Drowning","Incident",1,NA,NA,12.5,33,"33_12",-4.03684997558594,-3.67308044433594,-4.24676513671875,-1.32244873046875,-1.78662109375,-2.98747253417969,-3.20954895019531,-0.394744873046875,-5.43919372558594,-7.08041381835938,19.140283203125,18.664453125,18.77431640625,18.630517578125,18.429345703125,0,0,0,0,0,7.00953674316406,8.84374618530273,7.10246181488037,8.52626609802246,9.60042667388916,0.517596185207367,0.524400174617767,0.569991648197174,0.818587183952332,1.19562935829163,5.06348609924316,3.737060546875,4.22365283966064,4.23848533630371,4.82269191741943,0.976978123188019,0.987449288368225,1.08045482635498,1.55601382255554,2.28173160552979,5.02206629465066,4.87777863522556,4.26507182134681,5.597651206459,7.30234720975707,0.517596185207367,5.02206629465066,19.140283203125,7.00953674316406,0.976978123188019,5.06348609924316
"2019.MMP00731","Incident","2019.MMP00731","Mediterranean","2019-06-02 00:00:00","2019-06-02 00:00:00",2019,"June",2,25,27,"73","1","","1.0","Unknown","Unknown","Drowning","Drowning","Central Mediterranean","Libya","Off the coast of Garaboli, Libya",33.37446770207,13.828666325454,"Uncategorized","","IOM Libya","","http://bit.ly/2QIEHTB",4,"Email from MSEHLI Safa 03.06.2019  ","","2019-06-02","2019-06-02","day",33.37446770207,13.828666325454,2019-06-02,2,25,27,73,1,NA,1,4,2019,6,1,"Drowning","Drowning","Incident",1,100,0.27,14,33.5,"34_14",1.161865234375,-0.79998779296875,-2.64427185058594,-5.05491638183594,0.709915161132812,-2.71580505371094,-3.39871215820312,-3.51904296875,-6.04042053222656,-3.02902221679688,19.679833984375,19.54287109375,19.3666015625,19.451806640625,19.18544921875,0,0,0,0,0,5.67568778991699,4.03435134887695,5.29507350921631,9.64589500427246,6.26589155197144,0.449510216712952,0.63692307472229,0.743543922901154,0.947746396064758,1.16405391693115,4.2470760345459,4.82649803161621,4.72130298614502,4.14760780334473,5.7774133682251,0.843954622745514,1.19699060916901,1.40712916851044,1.8216757774353,2.20760202407837,2.95390045746487,3.49159344758475,4.40179929525529,7.87647508937199,3.11110191505442,0.449510216712952,2.95390045746487,19.679833984375,5.67568778991699,0.843954622745514,4.2470760345459
"2019.MMP00892","Incident","2019.MMP00892","Mediterranean","2019-07-02 00:00:00","2019-07-02 00:00:00",2019,"July",NA,60,60,"","20","","","Unknown","Unknown","Presumed drowning","Drowning","Central Mediterranean","Libya","Off the coast of Zawiya, Libya",33.044740042605,12.716964856868,"Uncategorized","","Alarm Phone","","http://watchthemed.net/reports/view/1251",4,"Email from Maurice Stierl 24.01.2020 See document ""list of invisible shipwrecks MMP 2019"" Invisible shipwreck","","2019-07-02","2019-07-02","day",33.044740042605,12.716964856868,2019-07-02,0,60,60,NA,20,NA,NA,4,2019,7,1,"Drowning","Presumed drowning","Incident",1,NA,NA,12.5,33,"33_12",-7.30099487304688,-5.20341491699219,-3.59031677246094,1.51625061035156,-3.71014404296875,-4.16580200195312,-3.95933532714844,-3.51486206054688,-4.59112548828125,-3.34017944335938,25.05703125,25.180078125,25.243798828125,24.808984375,23.730615234375,0,0,0,0,0,11.4426584243774,8.32220935821533,7.16955089569092,6.00176906585693,6.37591934204102,1.01295411586761,0.909115254878998,0.318557918071747,0.363225042819977,0.278032094240189,4.68853378295898,5.79690265655518,3.77776432037354,3.31032085418701,2.60536766052246,1.98072171211243,1.72318887710571,0.596337974071503,0.67254376411438,0.502749383449554,8.40585703279169,6.53849088331416,5.02440343038715,4.83502318117889,4.99219065475439,1.01295411586761,8.40585703279169,25.05703125,11.4426584243774,1.98072171211243,4.68853378295898
"2019.MMP01047","Incident","2019.MMP01047","Mediterranean","2019-07-25 00:00:00","2019-07-25 00:00:00",2019,"July",69,81,150,"134","","","","Eritrea, Sudan","Mixed","Drowning","Drowning","Central Mediterranean","Libya","Unspecified location off the coast of Al-Khums, Libya",32.834432719848,14.624344026235,"Uncategorized","","IOM Libya, UNHCR Libya, MSF","","https://twitter.com/ajplus/status/1157324798617366531, https://twitter.com/IOM_Libya/status/1154383880075583488",4,"Email from MSEHLI Safa 29.07.2019, KHAN Mohammad Amran 17.09.2019 Survivors from Eritrea and Sudan. Many women and children among the missing. ","","2019-07-25","2019-07-25","day",32.834432719848,14.624344026235,2019-07-25,69,81,150,134,NA,NA,NA,4,2019,7,1,"Drowning","Drowning","Incident",1,284,0.528169014084507,14.5,33,"33_14",-2.36820983886719,0.499008178710938,1.231689453125,-2.37376403808594,-3.90213012695312,-4.02824401855469,-4.477783203125,-4.9990234375,-4.24880981445312,-1.12007141113281,27.08388671875,26.834375,26.8509765625,26.83828125,26.56533203125,0,0,0,0,0,6.72643947601318,6.32557201385498,6.83069896697998,6.93420076370239,5.54231834411621,0.364643633365631,0.394356310367584,0.427472412586212,0.358791053295135,0.74911105632782,4.37823677062988,4.150146484375,3.87863636016846,3.46273326873779,5.79165267944336,0.683955430984497,0.737007200717926,0.801791667938232,0.664423882961273,1.4076406955719,4.67281154273623,4.50550236672991,5.14852350073433,4.86694365571487,4.05970189714864,0.364643633365631,4.67281154273623,27.08388671875,6.72643947601318,0.683955430984497,4.37823677062988
"2019.MMP01094","Incident","2019.MMP01094","Mediterranean","2019-08-05 00:00:00","2019-08-05 00:00:00",2019,"August",NA,2,2,"49","","1.0","1.0","Côte d'Ivoire","Western Africa","Presumed drowning","Drowning","Central Mediterranean","Libya","Unspecified location between Libya and Lampedusa, Italy",34.269472676972,12.70522442673,"Uncategorized","","IOM Italy, UNHCR","Boat with 48 migrants lands on Lampedusa","http://bit.ly/2Ko0Rc4",4,"Email from DI GIACOMO Flavio 08.08.2019, UNHCR/Duncan Breen confirmation via Twitter  ","","2019-08-05","2019-08-05","day",34.269472676972,12.70522442673,2019-08-05,0,2,2,49,NA,1,1,4,2019,8,1,"Drowning","Presumed drowning","Incident",1,51,0.0392156862745098,12.5,34.5,"34_12",-3.70223999023438,-2.44459533691406,-1.07427978515625,-0.70892333984375,-1.12109375,0.762893676757812,-3.74578857421875,0.237808227539062,4.56053161621094,-3.08680725097656,28.136865234375,28.0443359375,28.0189453125,28.019921875,27.394677734375,0,0,0,0,0,4.65228176116943,5.38328838348389,1.37736225128174,6.33633232116699,5.71590423583984,0.29078871011734,0.430562973022461,0.317024707794189,0.344260364770889,0.802727818489075,3.31881904602051,3.54495429992676,3.16307353973389,2.94115543365479,5.16967678070068,0.543764114379883,0.801939308643341,0.581390082836151,0.650411427021027,1.51556754112244,3.78002482893005,4.47291609624076,1.10028623997605,4.61530290709448,3.28408742285746,0.29078871011734,3.78002482893005,28.136865234375,4.65228176116943,0.543764114379883,3.31881904602051
"2019.MMP01104","Incident","2019.MMP01104","Mediterranean","2019-08-09 00:00:00","2019-08-09 00:00:00",2019,"August",1,NA,1,"95","","","","Unknown","Unknown","Unknown ","Mixed or unknown","Central Mediterranean","Libya","Body recovered near Al Khums, Libya",32.6509505,14.2678989,"Uncategorized","","IOM Libya, UNHCR","","",4,"Email from Mikaela Wang 04.09.2019  ","","2019-08-09","2019-08-09","day",32.6509505,14.2678989,2019-08-09,1,0,1,95,NA,NA,NA,4,2019,8,1,"Mixed or unknown","Unknown ","Incident",0,96,0.0104166666666667,14.5,32.5,"32_14",1.67141723632812,-2.89892578125,-3.96417236328125,-5.86624145507812,-2.50677490234375,-4.64984130859375,2.64888000488281,2.04083251953125,0.278427124023438,-0.407241821289062,27.0345703125,26.987939453125,27.084130859375,27.356591796875,27.38125,0,0,0,0,0,5.49136447906494,5.10657787322998,5.19430541992188,7.76754188537598,4.10879325866699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94111928342148,3.9268735611761,4.45866122267426,5.87284517697079,2.53963901214865,NA,4.94111928342148,27.0345703125,5.49136447906494,NA,NA
"2019.MMP01148","Incident","2019.MMP01148","Mediterranean","2019-08-17 00:00:00","2019-08-17 00:00:00",2019,"August",1,1,2,"278","","2.0","","Unknown","Unknown","Presumed drowning","Drowning","Central Mediterranean","Libya","Off the coast of either Al-Khums, Al-Zawiya or Tripoli, Libya",33.14084354049,12.570127875,"Uncategorized","","IOM Libya, Libya Observer","One immigrant died, 278 rescued in east and west Libya's Tripoli","http://bit.ly/2YWFF69",4,"Email from MSEHLI Safa 20.08.2019  ","","2019-08-17","2019-08-17","day",33.14084354049,12.570127875,2019-08-17,1,1,2,278,NA,2,NA,4,2019,8,1,"Drowning","Presumed drowning","Incident",1,280,0.00714285714285714,12.5,33,"33_12",0.22674560546875,0.213897705078125,0.358657836914062,0.843215942382812,-2.6904296875,-2.41813659667969,-3.27679443359375,-6.10012817382812,-8.19416809082031,-2.66423034667969,28.3294921875,28.3412109375,28.238427734375,28.089990234375,27.9681640625,0,0,0,0,0,3.712815284729,5.06741619110107,7.92697238922119,10.0707244873047,5.43021965026855,0.494029998779297,0.837616145610809,1.45262825489044,1.26503229141235,0.516535460948944,4.94873428344727,5.71107578277588,6.15352249145508,5.35102939605713,4.07779598236084,0.927682042121887,1.57324576377869,2.74830389022827,2.40548777580261,0.969886243343353,2.42874415486708,3.28376826043932,6.11066274483476,8.23743915462241,3.78636174229963,0.494029998779297,2.42874415486708,28.3294921875,3.712815284729,0.927682042121887,4.94873428344727
"2019.MMP01166","Incident","2019.MMP01166","Mediterranean","2019-08-19 00:00:00","2019-08-19 00:00:00",2019,"August",NA,100,100,"3","","","","Unknown","Mixed","Presumed drowning","Drowning","Central Mediterranean","Libya","Unspecified location off the coast of Libya",32.927838555534,12.350753639971,"Uncategorized","","Alarm Phone","","http://bit.ly/33XcpLs, https://bit.ly/2MSrEyp, http://watchthemed.net/index.php/reports/view/1291",4,"Email from Maurice Stierl 24.01.2020 See document ""list of invisible shipwrecks MMP 2019"" Invisible shipwreck, survivors from Côte d'Ivoire","","2019-08-19","2019-08-19","day",32.927838555534,12.350753639971,2019-08-19,0,100,100,3,NA,NA,NA,4,2019,8,1,"Drowning","Presumed drowning","Incident",1,103,0.970873786407767,12.5,33,"33_12",-4.24444580078125,-4.64103698730469,-1.09259033203125,-0.920867919921875,-2.04869079589844,-1.55305480957031,-1.26618957519531,-3.18669128417969,-3.92816162109375,-4.34783935546875,28.477685546875,28.613671875,28.480859375,28.5814453125,28.59658203125,0,0,0,0,0,6.92149257659912,7.09589862823486,5.184494972229,6.14554119110107,6.57263088226318,0.508106470108032,0.367344945669174,0.494029998779297,0.837616145610809,0.401957809925079,3.69134712219238,3.6617488861084,4.94873428344727,5.71107578277588,4.40226364135742,0.957077145576477,0.68437272310257,0.927682042121887,1.57324576377869,0.754438519477844,4.51965699996129,4.81066111442736,3.36879132246492,4.0346562985433,4.80633342977387,0.508106470108032,4.51965699996129,28.477685546875,6.92149257659912,0.957077145576477,3.69134712219238
"2019.MMP01206","Incident","2019.MMP01206","Mediterranean","2019-08-27 00:00:00","2019-08-27 00:00:00",2019,"August",1,NA,1,"18","","","","Tunisia","Northern Africa","Presumed drowning","Drowning","Central Mediterranean","Tunisia","Off the coast of Sfax, Tunisia",34.794857389741,11.066638902114,"Uncategorized","","Tunis Webdo, Xinhua","Tunisie : 18 migrants irréguliers sauvés au large de Sfax, un corps repêché","http://bit.ly/2lXZgQs, http://bit.ly/2khKfZq",3,"  ","","2019-08-27","2019-08-27","day",34.794857389741,11.066638902114,2019-08-27,1,0,1,18,NA,NA,NA,3,2019,8,1,"Drowning","Presumed drowning","Incident",1,19,0.0526315789473684,11,35,"35_11",-3.81832885742188,-3.54251098632812,-4.3189697265625,-3.42863464355469,-5.83256530761719,3.1162109375,1.11186218261719,2.00245666503906,1.8726806640625,3.8441162109375,29.3294921875,29.351708984375,29.45498046875,29.5130859375,28.93984375,0,0,0,0,0,7.03604030609131,4.79923343658447,5.64231872558594,4.45619678497314,9.04038715362549,0.388100206851959,0.385941922664642,0.357967972755432,0.335935354232788,0.892256438732147,3.23039150238037,3.76270580291748,3.4984245300293,3.44763565063477,4.32896709442139,0.711891114711761,0.719474196434021,0.661612510681152,0.620024621486664,1.68500137329102,4.92852978792005,3.71289935244543,4.76060208317422,3.90672092534608,6.98541677431004,0.388100206851959,4.92852978792005,29.3294921875,7.03604030609131,0.711891114711761,3.23039150238037
"2019.MMP01241","Incident","2019.MMP01241","Mediterranean","2019-09-04 00:00:00","2019-09-04 00:00:00",2019,"September",1,NA,1,"","","","","Unknown","Unknown","Unknown ","Mixed or unknown","Central Mediterranean","Libya","Off the coast of Azzawya, Libya",32.82375196252,12.73207105804,"Uncategorized","LCG operation, Mesfat Azzaya","IOM Libya","","",4,"Email from KHAN Mohammad Amran 09.01.2019  ","","2019-09-04","2019-09-04","day",32.82375196252,12.73207105804,2019-09-04,1,0,1,NA,NA,NA,NA,4,2019,9,1,"Mixed or unknown","Unknown ","Incident",0,NA,NA,12.5,33,"33_12",2.21745300292969,1.16909790039062,1.99844360351562,-1.37954711914062,-2.8861083984375,-3.76580810546875,-4.93017578125,-3.75262451171875,-1.19107055664062,-1.13021850585938,NA,NA,NA,NA,NA,2.09808349609375e-05,3.67164611816406e-05,0.000634193420410156,0,0,9.76777172088623,9.71969699859619,8.97122192382812,4.24924755096436,6.85593700408936,0.938826620578766,0.95090115070343,0.553945422172546,0.441822469234467,0.483098089694977,5.31434535980225,4.61904144287109,4.42296600341797,3.64169216156006,3.37572765350342,1.77273416519165,1.81069397926331,1.04798173904419,0.82325941324234,0.899982929229736,4.37017259469418,5.06689482175443,4.25158412387488,1.82258040284247,3.09951860109251,0.938826620578766,4.37017259469418,NA,9.76777172088623,1.77273416519165,5.31434535980225
"2019.MMP01253","Incident","2019.MMP01253","Mediterranean","2019-09-07 00:00:00","2019-09-07 00:00:00",2019,"September",NA,1,1,"16","","","","Unknown","Unknown","Drowning","Drowning","Central Mediterranean","Libya","Off the coast of Misrata, Libya",32.448179878103,15.158001844758,"Uncategorized","","UNHCR","","",4,"Email from Mikaela Wang 23.12.2019  ","","2019-09-07","2019-09-07","day",32.448179878103,15.158001844758,2019-09-07,0,1,1,16,NA,NA,NA,4,2019,9,1,"Drowning","Drowning","Incident",1,17,0.0588235294117647,15,32.5,"32_15",1.03851318359375,3.17594909667969,3.5386962890625,4.79460144042969,-6.39524841308594,-5.87307739257812,-5.70808410644531,-3.61079406738281,-7.35369873046875,0.578659057617188,26.92666015625,27.252099609375,27.28798828125,27.423974609375,27.983544921875,0,0,0,9.5367431640625e-07,0,7.67357349395752,8.20946788787842,6.68993854522705,10.6290998458862,8.54834079742432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96418877063011,6.53214182569195,5.05571016013296,8.77867233646798,6.42137435211814,NA,5.96418877063011,26.92666015625,7.67357349395752,NA,NA
"2019.MMP01314","Incident","2019.MMP01314","Mediterranean","2019-09-17 00:00:00","2019-09-17 00:00:00",2019,"September",3,4,7,"9","","","","Tunisia","Northern Africa","Drowning","Drowning","Central Mediterranean","Tunisia","Off the coast of Sfax, Tunisia",34.589760230843,10.937168074215,"Uncategorized","","IOM Tunisia","","",4,"Email from CHABBI Myriam 18.09.2019  ","","2019-09-17","2019-09-17","day",34.589760230843,10.937168074215,2019-09-17,3,4,7,9,NA,NA,NA,4,2019,9,1,"Drowning","Drowning","Incident",1,16,0.4375,11,34.5,"34_11",-2.65231323242188,-1.56973266601562,-2.82643127441406,-3.15640258789062,-6.90420532226562,3.939208984375,5.16644287109375,2.59123229980469,2.84843444824219,0.0569305419921875,27.47939453125,27.02529296875,27.71474609375,27.668359375,27.63857421875,0,0,0,0,0,6.20571041107178,7.47879123687744,5.88995361328125,6.05887603759766,9.01729106903076,0.475102543830872,0.578809380531311,0.51767885684967,0.509621858596802,1.11720740795135,4.26935482025146,3.84505367279053,4.68004131317139,4.27953815460205,4.77565002441406,0.897958040237427,1.09849727153778,0.971425414085388,0.95881599187851,2.12927341461182,4.74890860150634,5.39964744988337,3.8344750071603,4.25164157741165,6.90444003657158,0.475102543830872,4.74890860150634,27.47939453125,6.20571041107178,0.897958040237427,4.26935482025146
"2019.MMP01318","Incident","2019.MMP01318","Mediterranean","2019-09-18 00:00:00","2019-09-18 00:00:00",2019,"September",NA,4,4,"6","","","","Tunisia","Northern Africa","Drowning","Drowning","Central Mediterranean","Tunisia","Off the coast of Djerba, Tunisia",34.171158953801,11.255912929033,"Uncategorized","","IOM Tunisia","","",4,"Email from CHABBI Myriam 18.09.2019  ","","2019-09-18","2019-09-18","day",34.171158953801,11.255912929033,2019-09-18,0,4,4,6,NA,NA,NA,4,2019,9,1,"Drowning","Drowning","Incident",1,10,0.4,11.5,34,"34_12",-2.57083129882812,-2.64352416992188,-1.78067016601562,-3.23268127441406,-5.67131042480469,3.02609252929688,2.961669921875,4.44183349609375,1.71427917480469,0.436782836914062,27.08583984375,27.30556640625,27.04189453125,27.51357421875,27.374658203125,0,0,0,0,0,5.81235122680664,5.70766353607178,7.06082248687744,6.14776611328125,6.45252895355225,0.421032130718231,0.539555668830872,0.600293755531311,0.69248354434967,0.775810539722443,4.29225063323975,5.34332942962646,4.98543453216553,5.80650615692139,5.11587905883789,0.787727534770966,1.01758694648743,1.13316524028778,1.30492150783539,1.46461188793182,3.97069383897835,3.96984996732877,4.78546455917903,3.65909569581288,5.6881052364668,0.421032130718231,3.97069383897835,27.08583984375,5.81235122680664,0.787727534770966,4.29225063323975
"2019.MMP01322","Incident","2019.MMP01322","Mediterranean","2019-09-19 00:00:00","2019-09-19 00:00:00",2019,"September",1,NA,1,"","","1.0","","Sudan","Northern Africa","Shot","Violence","Central Mediterranean","Libya","Abusitta disembarkation point in Tripoli, Libya - hours after being intercepted at sea and returned to shore by the Libyan Coast Guard",32.909021015328,13.220013560791,"Uncategorized","","IOM Libya","IOM Deplores Death of Migrant, Killed Thursday upon Disembarkation in Tripoli","https://bit.ly/2lX2fc5",4,"  ","","2019-09-19","2019-09-19","day",32.909021015328,13.220013560791,2019-09-19,1,0,1,NA,NA,1,NA,4,2019,9,1,"Violence","Shot","Incident",0,NA,NA,13,33,"33_13",-2.32777404785156,-0.943878173828125,-2.63668823242188,-2.56484985351562,-6.97367858886719,-2.38533020019531,-2.48757934570312,-1.708251953125,-2.64703369140625,-0.852157592773438,26.5423828125,26.50966796875,26.31435546875,26.62880859375,26.710595703125,0,0,0,0,0,5.26352119445801,4.40903091430664,5.21059322357178,5.59793186187744,9.78069877624512,0.231435835361481,0.411510646343231,0.601079106330872,0.741162896156311,1.12239277362823,3.33288288116455,4.64796352386475,5.96613216400146,6.53621578216553,4.84464550018311,0.424345135688782,0.770637691020966,1.13233304023743,1.39439570903778,2.13931465148926,3.3329164678724,2.66063094175008,3.14169533378833,3.68581634573929,7.0255509124727,0.231435835361481,3.3329164678724,26.5423828125,5.26352119445801,0.424345135688782,3.33288288116455
"2019.MMP01363","Incident","2019.MMP01363","Mediterranean","2019-09-25 00:00:00","2019-09-25 00:00:00",2019,"September",1,NA,1,"","","1.0","","Tunisia","Northern Africa","Drowning","Drowning","Central Mediterranean","Libya","Body washed ashore near Tripoli, Libya",32.910341135368,13.241253602079,"Uncategorized","","IOM Libya, UNHCR","","https://twitter.com/Lyobserver/status/1176801039774887936",4,"Email from KHAN Mohammad Amran 09.01.2019  ","","2019-09-25","2019-09-25","day",32.910341135368,13.241253602079,2019-09-25,1,0,1,NA,NA,1,NA,4,2019,9,1,"Drowning","Drowning","Incident",1,NA,NA,13,33,"33_13",-3.1875,-0.090240478515625,-2.37271118164062,-6.89530944824219,-0.943878173828125,-3.24076843261719,-4.82600402832031,-1.78558349609375,-0.254867553710938,-2.48757934570312,26.6166015625,26.45791015625,26.530419921875,26.373193359375,26.50966796875,0,0,0,0,0,6.29674339294434,6.60137414932251,4.51017189025879,7.21263980865479,4.40903091430664,0.757024347782135,0.696350634098053,0.646360158920288,1.08937644958496,0.411510646343231,5.46332168579102,4.52923393249512,6.01911067962646,5.32801532745361,4.64796352386475,1.42925238609314,1.32276129722595,1.21316719055176,2.08250832557678,0.770637691020966,4.54562826063109,4.82684764886221,2.96952298745183,6.90001810555252,2.66063094175008,0.757024347782135,4.54562826063109,26.6166015625,6.29674339294434,1.42925238609314,5.46332168579102
"2019.MMP01432","Incident","2019.MMP01432","Mediterranean","2019-10-07 00:00:00","2019-10-07 00:00:00",2019,"October",13,15,28,"22","13","","4.0","Mixed","Western Africa (P)","Drowning","Drowning","Central Mediterranean","Italy","Off the coast of Lampedusa, Italy - boat departed from Tunisia",35.210549549164,12.180541076066,"Uncategorized","","IOM Italy","","http://bit.ly/30SkUof, http://bit.ly/2IvbHf3 http://bit.ly/2p4cZXP",4,"Survivors are from Tunisia and West Africa. The 13 women whose remains were recovered were from Côte d'Ivoire, Burkina Faso and Guinea https://bit.ly/2Fh0QU5","","2019-10-07","2019-10-07","day",35.210549549164,12.180541076066,2019-10-07,13,15,28,22,13,NA,4,4,2019,10,1,"Drowning","Drowning","Incident",1,50,0.56,12,35,"35_12",6.78507995605469,2.82327270507812,3.78982543945312,4.28318786621094,0.561187744140625,3.43142700195312,-3.59040832519531,0.595199584960938,-6.85456848144531,-1.4404296875,26.20205078125,26.41689453125,26.38466796875,26.62978515625,27.1732421875,8.58306884765625e-06,0,0,0.000111579895019531,5.43594360351562e-05,11.2478427886963,7.28981494903564,5.63376331329346,12.3166742324829,3.77478218078613,0.852343618869781,0.521105349063873,0.701625227928162,1.55469620227814,0.197707325220108,4.72421360015869,4.55764293670654,5.14450740814209,5.60561943054199,2.96876430511475,1.61358141899109,0.980384051799774,1.32206797599792,2.94898462295532,0.359208524227142,7.60342036716293,4.56748297302475,3.83627937036183,8.08274751331997,1.54588789011525,0.852343618869781,7.60342036716293,26.20205078125,11.2478427886963,1.61358141899109,4.72421360015869
